class,a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,shall,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your
1,21.815,2.9747,1.9831,0.49579,5.4536,18.344,1.4874,3.9663,8.9241,32.226,5.9494,2.4789,7.9326,2.4789,0,0.49579,0,1.4874,7.9326,5.9494,1.4874,0.49579,8.4284,0,5.9494,16.361,1.9831,1.4874,25.285,1.4874,8.4284,3.4705,3.4705,0.99157,0,1.4874,8.9241,0,63.956,2.4789,2.9747,0.49579,8.9241,0,0,1.4874,2.4789,1.9831,1.9831,2.4789,11.899,108.08,2.4789,0,2.4789,0,8.9241,41.646,0,4.9579,0.99157,0.49579,0.99157,0.49579,11.899,5.9494,14.378,5.9494,12.395,0
1,23.61,3.3228,4.8968,0.34977,3.4977,20.811,2.7982,6.9955,9.4439,18.363,6.121,4.0224,13.816,1.0493,0.69954,0,0.69954,2.0986,6.8206,3.8475,0.87443,3.6726,9.4439,0.87443,0.17489,17.314,3.4977,4.1973,36.201,0.17489,19.412,2.7982,4.0224,2.6233,1.0493,3.4977,6.121,1.0493,56.663,3.148,3.148,1.574,4.547,1.0493,0.87443,1.574,1.2242,1.3991,1.7489,2.7982,20.112,82.896,2.7982,0.17489,3.8475,0,10.318,37.251,0,3.4977,0.69954,0.34977,0.34977,0.17489,13.291,1.7489,4.1973,5.0717,8.3945,0
1,16.117,1.4652,4.0293,0,5.4945,24.176,3.663,6.2271,12.821,28.938,4.7619,3.663,7.6923,5.8608,0.3663,0,1.8315,1.0989,4.3956,8.0586,1.0989,3.2967,8.4249,0,0,12.821,6.2271,2.9304,23.81,1.4652,12.821,5.4945,3.663,3.663,0.7326,1.8315,5.1282,0.3663,64.469,2.1978,2.1978,0.7326,10.256,0.7326,1.0989,1.8315,0.3663,0,2.5641,2.1978,15.385,90.842,5.1282,0.3663,6.5934,0.7326,8.4249,43.59,0,2.1978,0,0.3663,1.8315,1.4652,9.8901,1.4652,9.8901,5.1282,1.8315,0
3,18.97,3.794,1.626,1.084,1.626,20.054,3.794,4.336,8.6721,24.932,8.6721,3.252,11.924,3.794,0,0,1.626,2.71,7.0461,6.5041,1.084,1.626,10.298,0,1.626,17.344,3.252,2.71,17.886,0.542,10.298,3.794,3.794,4.878,0,2.168,5.9621,0,53.659,10.298,2.168,3.252,3.794,1.084,1.084,2.168,2.71,1.626,0.542,0,16.26,99.729,4.878,0.542,0,0,8.1301,38.482,0,0,5.9621,5.4201,1.084,1.626,11.382,0,5.4201,5.9621,4.336,0
2,20.33,2.6851,4.9866,0.38358,2.3015,24.549,1.5343,7.6717,12.658,19.946,3.0687,5.3702,12.658,0.38358,0,0,0.38358,2.3015,5.3702,8.8224,0,3.4522,1.1507,0,0.38358,16.878,7.6717,1.9179,28.002,1.1507,21.864,2.3015,2.3015,1.9179,0,2.6851,8.4388,0.76716,59.455,9.5896,4.9866,2.3015,5.3702,0.76716,0,0.38358,3.0687,1.1507,1.5343,3.0687,10.74,114.31,6.1373,1.1507,0,0.38358,8.0552,34.522,0,0,0.76716,2.3015,0.76716,0.38358,10.357,0,5.7537,4.603,3.0687,0
2,15.283,3.7175,1.2392,3.7175,24.37,7.0219,2.0653,7.848,1.2392,6.6088,4.9566,4.1305,16.935,0,0,0,0.41305,0,2.8914,9.0872,5.7827,1.2392,5.3697,7.848,2.0653,1.2392,29.327,2.8914,7.848,13.218,0.8261,1.2392,0.41305,1.2392,0,3.3044,9.9133,0,63.61,9.0872,1.2392,2.4783,5.3697,0.41305,4.5436,0,1.2392,3.7175,3.7175,2.0653,17.348,100.37,3.3044,1.2392,0.41305,0.41305,3.7175,31.805,0,0,14.044,2.8914,0,0.41305,7.4349,1.6522,0,11.979,0.41305,0
1,17.281,2.5413,3.5578,1.0165,3.5578,21.601,7.6239,8.1321,7.878,20.839,4.3202,4.5743,7.1156,2.7954,1.0165,0,1.0165,1.5248,6.8615,5.0826,0.25413,4.3202,6.6074,0,1.0165,13.977,1.7789,1.7789,21.855,0.50826,16.264,5.5909,1.7789,2.7954,0.25413,6.6074,6.8615,2.033,70.14,5.0826,1.2706,2.2872,5.3367,1.2706,5.5909,0.25413,1.2706,0.25413,3.0496,3.5578,18.297,92.503,7.1156,0.25413,4.0661,0.76239,9.1487,33.037,0.25413,2.7954,1.7789,1.7789,2.5413,1.2706,12.706,2.033,9.1487,3.5578,3.8119,0
2,23.599,2.5284,0.42141,4.2141,29.077,2.107,3.3713,13.906,5.8997,13.485,4.6355,3.7927,13.064,0,0,0,0.84281,1.6856,4.2141,4.6355,3.7927,2.9499,2.5284,5.4783,1.6856,3.3713,23.599,0.42141,13.906,20.228,3.7927,2.107,2.5284,2.9499,0,2.9499,8.0067,1.6856,57.733,9.271,1.6856,2.5284,3.3713,0,0,0.84281,2.107,1.2642,3.7927,1.2642,20.649,92.288,0.42141,1.6856,2.9499,0,6.7425,31.184,0.42141,1.2642,14.749,5.4783,0.84281,0.84281,9.6924,0.42141,0.84281,6.7425,0.42141,0
1,19.982,1.7762,3.1083,0,5.7726,28.863,3.5524,6.6607,9.7691,19.982,2.2202,5.3286,4.4405,2.6643,0.44405,0.8881,0.8881,2.2202,4.8845,3.5524,0.8881,1.3321,3.9964,0.44405,4.4405,11.545,1.3321,3.1083,20.87,2.2202,18.206,3.5524,3.9964,0.44405,0,2.6643,8.4369,0.44405,56.838,3.5524,2.2202,0.8881,5.3286,1.3321,1.7762,4.4405,3.1083,0.44405,1.3321,3.5524,16.43,82.593,8.4369,0,2.2202,0,6.2167,44.405,0.44405,3.9964,0,1.7762,0.44405,1.7762,9.7691,2.6643,9.325,5.3286,7.1048,0
1,32.471,3.0441,5.0736,1.0147,9.6398,20.802,3.0441,3.0441,9.1324,19.28,4.5662,2.0294,8.1177,4.0589,0.50736,0,0,0.50736,9.6398,6.5956,1.5221,4.5662,6.5956,0,3.0441,14.713,3.0441,3.0441,30.441,0,10.654,1.0147,3.5515,2.0294,0.50736,1.0147,3.0441,0.50736,72.045,1.5221,2.0294,2.0294,4.5662,0,1.5221,1.0147,2.0294,3.0441,3.0441,3.0441,16.235,91.324,6.0883,0,1.5221,0,8.6251,36.022,0.50736,5.0736,1.0147,1.0147,4.5662,2.0294,7.6104,1.5221,5.0736,3.0441,16.235,0
2,19.203,0.96015,0,4.8008,18.723,2.8805,1.4402,8.6414,4.3207,11.042,2.4004,4.3207,11.042,2.4004,0,0,0.96015,0.96015,6.7211,9.6015,1.9203,3.3605,6.241,4.8008,7.6812,1.9203,23.524,2.8805,19.203,18.723,3.8406,1.4402,3.3605,2.4004,0,5.2808,9.1215,0.96015,64.33,4.3207,1.9203,1.4402,3.3605,0,1.4402,1.4402,1.9203,1.9203,4.3207,2.4004,12.002,105.14,4.8008,0.96015,1.4402,0,9.6015,34.566,0.48008,0,3.3605,1.4402,0,0,10.562,0,2.8805,9.6015,2.8805,0.48008
1,20.742,4.3997,9.428,0,8.171,21.999,1.2571,3.7712,6.2854,25.141,2.5141,2.5141,4.3997,7.5424,0.62854,0,1.2571,0,9.428,3.7712,1.8856,3.1427,6.9139,1.8856,0,11.314,5.0283,6.2854,25.141,0.62854,8.7995,4.3997,5.6568,4.3997,0,3.7712,5.0283,0,59.711,0.62854,2.5141,1.2571,5.0283,1.2571,0,5.6568,0.62854,0,1.2571,1.8856,12.571,103.08,8.171,1.2571,4.3997,0,4.3997,40.855,0,1.8856,0.62854,1.2571,1.2571,1.2571,8.7995,2.5141,7.5424,5.6568,7.5424,0
2,31.099,1.3822,0,6.9108,31.099,0,5.5287,3.4554,1.3822,9.6752,2.7643,1.3822,12.44,1.3822,0,0,0.69108,5.5287,4.8376,4.1465,0.69108,6.2198,5.5287,2.0733,15.204,2.0733,31.099,2.7643,20.041,8.293,7.6019,4.1465,2.7643,0.69108,0,2.7643,6.2198,0,56.669,6.2198,3.4554,0.69108,6.9108,0,0.69108,1.3822,0.69108,0.69108,4.1465,0.69108,13.131,77.402,11.057,0.69108,1.3822,0.69108,4.8376,31.79,0,0,2.0733,0,1.3822,0,22.806,1.3822,4.1465,2.0733,0.69108,0
1,19.218,0.99404,2.3194,0.33135,5.3015,24.52,2.9821,4.3075,9.9404,21.869,2.9821,5.3015,8.2836,5.9642,0.99404,0.33135,0.66269,2.3194,4.9702,8.9463,0.99404,1.9881,6.2956,0,0.66269,17.893,4.3075,3.3135,22.531,0.66269,15.905,5.3015,1.3254,4.6388,0,5.9642,5.9642,0.99404,59.642,3.3135,2.3194,2.3194,6.2956,0.66269,0.99404,1.6567,2.3194,0.99404,2.3194,3.3135,22.531,101.39,10.603,0.66269,3.9761,0.33135,8.615,42.412,0,2.9821,0.66269,0.33135,0.66269,0.33135,10.934,1.6567,4.6388,3.9761,6.2956,0
1,25.475,3.4965,3.996,0.4995,4.4955,29.471,2.997,4.995,6.4935,25.974,1.998,2.997,6.993,1.998,0.999,0,2.997,0.4995,4.995,5.4945,2.4975,4.4955,5.994,0.4995,2.4975,11.489,1.998,6.4935,27.972,0.4995,4.995,1.998,0.4995,2.997,0,2.4975,6.4935,1.4985,58.941,5.4945,3.996,1.998,5.994,5.994,0.4995,2.997,1.998,1.998,1.998,1.998,16.484,73.427,6.4935,0,2.997,0,11.489,44.955,1.998,3.4965,3.4965,0,0,0.4995,7.4925,0.4995,3.996,2.4975,12.488,0
2,18.305,2.8161,0.56322,4.5058,28.724,4.5058,9.5748,11.828,2.5345,21.402,3.6609,3.0977,8.4483,2.5345,0.28161,0.28161,0.28161,1.1264,5.069,6.477,1.1264,2.5345,6.477,0,3.0977,1.6897,22.247,2.5345,13.236,13.236,3.3793,4.2242,2.8161,2.5345,0,2.8161,8.4483,0.28161,59.983,5.069,1.9713,0.56322,6.1954,1.4081,3.3793,0.28161,1.4081,0.56322,1.6897,3.3793,17.741,96.029,3.6609,1.4081,2.8161,0.56322,6.7587,42.242,0.28161,0.28161,1.1264,1.6897,1.6897,1.6897,9.5748,1.6897,3.0977,6.7587,2.2529,0
1,15.733,5.0346,5.6639,0,6.9226,25.173,3.776,7.5519,6.2933,21.397,1.888,1.2587,8.8106,1.888,0.62933,0,1.2587,1.888,7.5519,6.9226,0.62933,3.776,6.2933,0,0,12.587,6.2933,2.5173,16.362,1.2587,7.5519,6.9226,4.4053,1.888,5.0346,1.888,8.8106,0,64.821,5.6639,2.5173,0,3.776,1.888,4.4053,0.62933,1.888,0,0.62933,6.9226,17.621,79.924,8.1812,0,1.2587,0,8.8106,44.053,0,3.776,0,0.62933,0,0.62933,11.328,5.0346,15.733,3.776,1.2587,6.2933
1,21.533,3.9152,2.2839,0,6.199,25.775,4.2414,6.8515,7.1778,12.398,4.894,4.5677,4.894,1.6313,0.32626,0,0.65253,0.97879,7.5041,5.5465,1.6313,2.6101,9.4617,0,4.2414,12.398,2.6101,3.2626,28.385,0.97879,15.987,4.894,5.5465,2.9364,0.32626,2.9364,4.5677,0.65253,58.728,4.5677,2.9364,1.3051,7.1778,0.32626,0.65253,2.2839,3.5889,0.65253,1.6313,4.5677,11.419,92.007,6.8515,0.32626,4.2414,0,5.2202,38.499,0,1.9576,1.9576,2.2839,1.9576,1.9576,8.8091,5.2202,3.5889,6.199,3.5889,0
3,24.507,2.4027,6.7275,0.48054,4.3248,22.585,2.4027,3.3638,10.091,24.988,6.7275,3.3638,10.572,2.4027,0.48054,0,0.96108,3.8443,6.247,4.8054,0.96108,5.2859,8.6497,0,0.48054,11.533,3.3638,2.8832,27.871,0.96108,8.1691,4.8054,6.247,1.4416,0.48054,2.4027,6.7275,0.48054,55.262,8.6497,2.4027,2.4027,5.2859,0,1.4416,0.96108,0.48054,1.9222,1.9222,2.4027,15.858,101.39,6.247,0,0.96108,0,6.7275,28.832,0,0,0.48054,0.96108,0,0.96108,12.975,2.4027,17.78,6.247,5.7665,0
2,16.829,9.7431,1.7715,5.7573,35.43,4.8716,7.9717,12.843,5.7573,19.929,1.3286,2.2143,11.515,1.7715,0.44287,0,0.44287,0.88574,1.7715,4.8716,1.7715,0.88574,3.9858,0,1.3286,1.7715,25.686,1.3286,9.7431,10.186,1.7715,8.8574,4.8716,0.88574,0,1.3286,9.3003,0,54.916,7.5288,1.7715,1.7715,12.843,0,2.2143,0.44287,0.44287,0.88574,2.6572,1.3286,17.715,81.488,4.8716,0.44287,0.44287,0.44287,3.1001,37.201,0,0.44287,3.9858,3.1001,0,0.88574,11.957,0.88574,3.1001,13.729,2.2143,0
2,13.752,2.2921,0,4.9116,42.895,0.98232,5.5665,4.9116,2.6195,12.115,3.2744,3.9293,9.1683,1.3098,0.65488,0.32744,0.98232,1.3098,8.5134,4.2567,1.6372,6.8762,8.8409,1.3098,0.65488,1.9646,16.045,0.32744,5.5665,7.5311,2.947,2.2921,1.3098,1.6372,0,2.947,3.2744,3.6018,59.921,6.2213,2.6195,1.9646,6.2213,5.239,3.9293,1.9646,1.6372,0.65488,1.3098,0.32744,12.115,75.639,18.664,2.947,1.6372,0.32744,5.8939,29.142,0,0,1.6372,2.2921,1.6372,3.2744,13.098,4.9116,9.8232,10.478,1.6372,0.32744
1,24.226,1.3459,4.0377,0,10.094,27.591,4.0377,1.3459,2.6918,20.188,2.6918,6.7295,6.7295,0.67295,0,0,0.67295,1.3459,2.6918,6.0565,1.3459,1.3459,3.3647,0,0,16.151,2.0188,4.0377,26.918,0.67295,10.767,1.3459,0,0.67295,0,4.7106,10.094,1.3459,59.892,9.4213,2.6918,2.6918,7.4024,0,3.3647,2.0188,0.67295,0,3.3647,0.67295,21.534,99.596,2.6918,1.3459,5.3836,0,10.767,30.956,0,1.3459,2.0188,1.3459,1.3459,0,15.478,0,2.0188,3.3647,15.478,0
2,27.13,2.042,3.7923,0.87515,3.5006,23.046,2.3337,4.3757,11.085,22.754,4.084,3.5006,13.711,2.6254,0.58343,0,0.87515,2.6254,8.168,1.7503,0.87515,3.2089,6.126,0.29172,0,16.628,4.3757,1.7503,15.461,2.042,9.9183,7.2929,2.3337,2.3337,0,4.084,7.5846,0.29172,64.469,9.6266,3.7923,1.7503,6.126,0.29172,2.042,3.5006,1.7503,0.58343,3.5006,2.9172,14.294,102.68,2.9172,0,0.58343,0,5.5426,32.38,2.3337,0,0,0.29172,2.042,0.87515,9.9183,1.4586,5.5426,4.9592,3.5006,0
1,24.177,3.0864,2.572,0,5.6584,37.037,0,9.2593,9.7737,9.2593,6.1728,1.5432,5.144,1.0288,0,0,0,0.5144,6.1728,7.2016,2.0576,5.144,13.374,1.0288,1.5432,5.6584,0,2.572,28.292,3.6008,4.1152,1.5432,4.1152,0.5144,0,0,8.2305,0.5144,73.045,1.0288,1.5432,0.5144,9.7737,2.0576,0.5144,1.0288,2.0576,1.5432,1.5432,3.0864,11.317,80.247,6.6872,0,4.1152,0,5.6584,28.807,0,2.0576,4.6296,2.572,1.0288,0,10.802,3.6008,3.0864,5.144,3.0864,0
3,30.651,3.1928,5.7471,0.63857,1.9157,33.844,3.1928,7.6628,6.3857,22.989,3.1928,5.1086,6.3857,2.5543,1.9157,0,1.2771,4.47,4.47,5.7471,0.63857,2.5543,5.1086,0,1.2771,12.771,3.1928,0,19.796,2.5543,6.3857,6.3857,4.47,1.2771,0,1.2771,7.0243,0,70.243,7.0243,3.1928,3.1928,1.9157,0,0,0,1.9157,1.9157,0,3.8314,11.494,86.207,5.7471,0.63857,1.9157,0,8.3014,24.266,0,0,1.2771,1.2771,1.2771,0,12.133,1.2771,18.519,9.5785,2.5543,0
1,22.613,5.0251,4.0201,0.50251,6.5327,26.131,0.50251,7.0352,8.0402,16.08,6.5327,5.0251,5.5276,0.50251,0,0,1.005,1.5075,4.5226,4.5226,1.5075,3.0151,8.5427,1.005,0,9.5477,4.5226,3.5176,19.598,2.5126,10.05,4.0201,4.0201,1.5075,0,1.5075,6.0302,0.50251,66.332,4.5226,2.5126,0.50251,8.5427,2.5126,0,2.5126,2.5126,1.005,2.5126,1.005,8.0402,77.889,8.0402,0,1.005,0.50251,8.0402,39.196,1.5075,1.5075,0.50251,0,0,0,12.06,0,4.5226,6.5327,13.568,0
1,21.142,2.8189,2.8189,0,3.5236,23.256,5.6378,7.0472,7.7519,23.256,3.5236,3.5236,9.8661,7.7519,0,0.70472,0,0,4.9331,3.5236,1.4094,0,3.5236,0,2.1142,14.799,9.8661,3.5236,19.732,2.1142,9.8661,2.8189,5.6378,1.4094,0,2.1142,1.4094,0,63.425,2.8189,1.4094,2.8189,9.8661,0,0,1.4094,1.4094,0.70472,2.1142,4.9331,26.075,101.48,4.2283,0,5.6378,0.70472,5.6378,42.283,0,2.8189,0.70472,0,1.4094,0.70472,12.685,0.70472,22.551,4.2283,2.1142,0
2,17.413,4.9751,0.99503,2.9851,33.333,2.9851,2.4876,12.438,2.9851,12.438,7.9602,3.9801,11.443,1.4925,0,0,0.99503,0.99503,4.4776,5.4726,2.9851,5.4726,10.945,12.438,0,2.4876,29.353,1.9901,10.448,12.935,0.49751,1.4925,1.4925,0.49751,0,0.49751,6.4677,1.4925,55.721,6.9652,2.4876,1.9901,4.4776,0,0.49751,0,0.99503,2.4876,1.4925,1.9901,15.92,89.552,10.945,0.49751,0.49751,0,4.4776,35.323,0,0,2.9851,1.9901,0.99503,0,9.9502,0.49751,3.9801,9.4527,0.99503,0
2,29.477,1.3904,1.1123,8.3426,22.803,2.7809,6.396,9.455,2.2247,16.685,3.6151,2.7809,16.129,2.5028,0.27809,0.55617,1.1123,2.2247,3.8932,5.5617,1.3904,3.337,4.4494,0,3.059,3.337,18.91,2.7809,15.295,19.466,5.2836,3.6151,2.7809,1.1123,0,5.0056,8.3426,0.55617,57.286,5.5617,1.6685,1.1123,12.514,0.27809,1.1123,0.83426,1.6685,1.6685,2.2247,3.059,18.91,98.443,3.059,1.3904,2.5028,1.1123,7.7864,41.157,0,0.27809,3.8932,0.27809,1.6685,0.55617,6.1179,0,3.8932,5.5617,4.1713,0
1,26.113,1.1869,4.7478,0,4.7478,26.113,4.1543,4.7478,8.3086,18.991,6.5282,8.9021,8.3086,1.1869,1.1869,0,2.3739,0,5.3412,5.3412,1.7804,1.7804,7.7151,0,0,23.145,7.7151,4.7478,19.585,2.3739,15.43,5.9347,0.59347,4.1543,0,0,7.7151,0,52.226,2.9674,1.1869,2.9674,7.1217,0.59347,1.1869,2.3739,1.7804,0.59347,2.3739,0.59347,18.991,92.582,2.9674,0.59347,1.1869,0,10.682,39.169,0.59347,5.3412,1.7804,2.3739,5.9347,0,13.056,2.3739,5.3412,2.9674,8.9021,0
2,22.379,2.4525,0.61312,3.3722,22.992,4.2918,6.1312,10.116,4.2918,10.73,5.2115,3.0656,9.1968,0.91968,0.61312,0,0.91968,3.3722,5.2115,6.1312,2.759,3.9853,5.8246,14.408,4.2918,3.3722,28.51,2.759,14.102,16.554,3.9853,4.905,3.9853,1.5328,0,3.3722,9.1968,0.30656,61.925,11.649,1.5328,1.2262,3.9853,0.91968,0,1.2262,3.6787,2.759,3.3722,2.4525,15.635,70.815,2.759,0.61312,1.8394,0.61312,4.5984,31.882,0,0.30656,3.0656,0.61312,1.2262,0.91968,12.262,0.61312,0.30656,10.73,3.6787,0
1,26.843,4.2608,3.4086,0.42608,3.8347,17.895,5.1129,3.4086,4.6868,20.878,6.3911,4.2608,11.504,1.2782,0.85215,0,0.85215,1.7043,5.9651,5.539,0.85215,5.9651,6.3911,0,10.652,18.321,3.8347,2.1304,26.417,1.7043,11.93,5.1129,4.2608,0.42608,0,2.1304,5.539,0.42608,58.798,2.1304,3.4086,1.2782,10.226,0.85215,2.5565,2.9825,2.1304,0.85215,0.85215,5.9651,17.043,86.493,3.4086,0,2.1304,0.42608,11.078,34.938,0,5.539,0.85215,1.2782,0.85215,1.2782,8.5215,3.4086,8.0954,6.3911,12.356,0
1,27.594,3.4493,3.4493,0.28744,5.4613,22.995,2.0121,4.8865,6.8985,15.234,4.599,4.3116,8.6232,1.4372,0.28744,0,1.4372,2.2995,6.0362,6.6111,0.86232,5.7488,4.0241,0.28744,1.7246,13.222,5.1739,2.5869,24.72,1.1498,13.797,5.7488,1.7246,2.5869,0.28744,1.7246,6.8985,0.28744,67.836,2.2995,2.5869,0.28744,6.0362,3.4493,0.57488,2.2995,2.5869,1.1498,2.5869,2.8744,15.234,82.782,6.6111,0.28744,4.0241,0.57488,8.6232,41.104,0.28744,3.7367,1.7246,2.5869,1.1498,0.86232,10.348,0.86232,2.8744,5.7488,5.7488,0
1,22.403,7.7922,6.8182,0,5.8442,24.026,0.97403,7.1429,4.8701,14.286,4.5455,2.5974,10.39,4.5455,1.6234,0.32467,0.97403,2.5974,5.5195,7.1429,0.64935,4.5455,10.065,0,0.32467,9.7403,2.5974,2.2727,23.701,1.2987,15.584,2.2727,1.9481,2.9221,0.97403,1.9481,5.1948,0.64935,62.987,3.2468,0.32467,2.5974,12.338,6.4935,0.32467,1.9481,0.64935,0.64935,0.64935,3.2468,12.338,81.494,2.2727,0,5.8442,0.97403,7.7922,37.662,0.32467,3.2468,0.97403,2.5974,0.97403,1.2987,17.857,1.9481,6.1688,6.1688,4.2208,0.64935
2,14.848,1.3812,6.9061,0.69061,3.453,30.387,5.1796,4.4889,9.6685,18.646,6.5608,2.7624,9.6685,2.4171,0.69061,0,0.3453,4.4889,6.9061,3.1077,3.453,2.4171,11.395,0,0.69061,6.2155,2.0718,2.7624,22.79,3.7983,9.6685,2.0718,3.453,2.0718,0,6.2155,5.5249,0.69061,58.356,9.6685,1.7265,1.3812,12.776,0.3453,5.1796,1.3812,2.0718,1.7265,2.4171,2.7624,9.6685,107.04,3.1077,0,1.3812,0.3453,8.6326,27.624,1.3812,0,0,0.69061,0.69061,0,10.359,0.69061,3.453,6.2155,10.014,0
1,22.311,4.9085,1.7849,0,6.2472,26.328,2.6774,4.4623,11.602,22.311,2.6774,3.1236,4.4623,4.9085,1.3387,0,2.2311,0,7.5859,5.801,0.89246,2.2311,3.1236,0,0.89246,18.742,2.6774,6.6934,18.295,1.7849,13.833,3.1236,0.89246,0.44623,0.44623,2.2311,4.0161,0,67.827,1.3387,1.7849,1.7849,7.5859,2.6774,1.3387,3.5698,3.5698,0.44623,1.7849,0.89246,13.387,98.17,6.2472,0,5.801,0,6.2472,49.531,0,4.4623,1.7849,2.6774,2.6774,0.89246,7.1397,4.0161,4.9085,5.3548,8.4784,0
2,26.009,2.6676,1.3338,0,4.6682,40.347,1.3338,9.003,6.6689,20.34,3.001,3.6679,13.004,1.3338,0,0,0,1.0003,6.002,4.0013,0.33344,1.3338,5.3351,0,2.6676,15.672,3.001,2.0007,21.007,3.001,14.005,5.3351,4.0013,3.3344,0,1.6672,4.6682,0,51.684,6.002,2.6676,0.66689,7.3358,2.6676,0.66689,0,1.3338,1.0003,2.6676,4.3348,10.337,86.362,7.0023,0.66689,2.0007,0,3.6679,33.011,0.33344,0,0.66689,0,1.6672,0.66689,13.004,3.001,10.003,3.6679,2.0007,0
1,18.155,5.3974,4.4161,0,6.3788,20.608,5.3974,1.472,9.3229,26.987,3.4347,2.9441,6.3788,0.49068,0.98135,0.49068,2.4534,0.49068,4.4161,5.3974,2.4534,3.4347,5.8881,0,0,18.155,8.3415,6.8695,19.136,1.472,6.8695,2.4534,2.9441,4.4161,0,2.9441,9.8135,0.49068,69.185,1.9627,0.98135,1.472,8.3415,0.98135,0.49068,2.9441,1.472,1.472,1.9627,1.9627,7.8508,93.719,5.8881,0,1.9627,0,8.8322,43.18,0,2.9441,0,3.4347,0.98135,1.9627,10.795,2.4534,2.9441,6.3788,17.664,0
1,32.064,2.004,1.503,0,5.01,24.549,3.006,4.008,9.018,20.04,5.511,1.002,11.022,4.509,1.002,1.002,0,1.503,2.505,8.016,0.501,4.509,4.509,0.501,1.002,8.517,6.012,5.511,24.048,0,13.527,5.511,1.503,2.004,0,6.012,4.008,1.503,74.649,3.006,0.501,1.002,10.521,0.501,2.505,2.505,3.507,1.503,1.503,2.004,12.024,91.182,4.008,0,4.008,1.002,8.517,27.054,0,3.006,0.501,1.002,1.002,1.002,10.02,2.505,3.006,7.515,6.012,0
3,19.073,3.9461,3.2884,0.98652,5.9191,22.361,2.9596,3.9461,9.8652,19.73,3.6172,4.2749,16.771,4.6037,0.32884,0,1.3154,1.973,8.5498,5.2614,2.3019,1.6442,6.9056,0.65768,0,13.154,5.5903,2.6307,22.361,1.973,11.838,5.9191,1.3154,3.9461,0,1.973,8.5498,0.32884,57.218,6.5768,2.9596,3.6172,5.2614,0.65768,0.32884,0.65768,1.973,3.9461,3.2884,2.6307,16.442,94.706,5.2614,0.65768,2.6307,0.32884,5.5903,28.609,0.65768,0,2.9596,1.6442,0.98652,0.98652,11.838,0.98652,6.2479,5.2614,3.6172,0
